"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-20","7.61","0.00",,,,"69","60","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-21","7.83","0.00",,,,"70","60","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-22","6.71","0.00",,,,"69","59","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-23","6.04","0.00",,,,"71","61","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-24","6.93","0.00",,,,"70","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-25","6.93","0.00",,,,"70","61",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-26","7.16","0.00",,,,"71","61","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-27","6.71","0.00",,,,"73","61","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-28","6.71","0.00",,,,"72","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-29","9.40","0.00",,,,"70","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-30","7.16","0.00",,,,"74","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-01","7.38","0.00",,,,"77","63","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-02","6.93","0.00",,,,"73","64","    1",,,,,"    1",,"    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-03","6.93","0.00",,,,"71","63","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-04","6.93","0.00",,,,"75","63","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-05","8.50","0.00",,,,"77","66","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-06","8.72","0.00",,,,"78","67","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-07","8.28","0.00",,,,"76","67",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-08","8.05","0.00",,,,"74","65","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-09","8.28","0.00",,,,"72","64","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-10","7.61","0.00",,,,"74","64","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-11","8.50","0.00",,,,"75","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-12","8.50","0.00",,,,"73","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-13","8.72","0.00",,,,"72","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-14","7.38","0.00",,,,"72","62",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-15","9.17","0.00",,,,"73","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-16","8.50","0.00",,,,"72","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-17","7.61","0.00",,,,"72","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-18","8.05","0.00",,,,"75","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-19","7.16","0.00",,,,"76","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-20","6.71","0.00",,,,"70","59","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-21","6.93","0.00",,,,"70","60","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-22","8.28","0.00",,,,"70","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-23","8.05","0.00",,,,"72","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-24","8.05","0.00",,,,"68","60","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-25","7.38","0.00",,,,"75","65",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-26","6.26","0.00",,,,"76","65","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-27","8.05","0.00",,,,"76","65",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-28","8.28","0.00",,,,"74","66","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-29","10.51","0.00",,,,"71","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-30","10.96","0.00",,,,"70","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-31","9.84","0.00",,,,"73","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-01","7.61","0.00",,,,"74","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-02","8.50","0.00",,,,"74","62","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-03","7.38","0.00",,,,"73","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-04","6.71","0.00",,,,"72","59","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-05","7.61","0.00",,,,"71","61","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-06","7.16","0.00",,,,"70","59",,"    1",,,,"    1",,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-07","6.04","0.00",,,,"70","60","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-08","6.71","0.00",,,,"72","61","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-09","5.82","0.00",,,,"73","60","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-10","6.71","0.00",,,,"73","63","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-11","8.05","0.00",,,,"72","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-12","7.83","0.00",,,,"72","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-13","6.71","0.00",,,,"71","62",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-14","7.61","0.00",,,,"70","63","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-15","5.82","0.00",,,,"73","64","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-16","6.71","0.00",,,,"72","61","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-17","5.82","0.00",,,,"70","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-18","6.04","0.00",,,,"72","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-19","6.49","0.00",,,,"72","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-20","8.05","0.00",,,,"75","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-21","8.05","0.00",,,,"73","62",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-22","6.93","0.00",,,,"71","62",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-23","7.83","0.00",,,,"70","63","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-24","7.38","0.00",,,,"73","63","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-25","6.93","0.00",,,,"78","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-26","6.49","0.00",,,,"82","66",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-27","6.71","0.00",,,,"79","66",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-28","6.93","0.00",,,,"76","66","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-29","5.82","0.00",,,,"74","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-30","7.16","0.00",,,,"71","62","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-31","6.93","0.00",,,,"72","60","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-01","7.38","0.00",,,,"70","59","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-02","8.50","0.00",,,,"67","58","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-03","7.83","0.00",,,,"67","59","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-04","8.28","0.00",,,,"69","60","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-05","7.61","0.00",,,,"80","63",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-06","5.82","0.00",,,,"84","64","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-07","6.04","0.00",,,,"83","66",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-08","6.93","0.00",,,,"83","63","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-09","6.26","0.00",,,,"72","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-10","7.61","0.00",,,,"75","63",,,,,,"    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-11","8.50","0.00",,,,"73","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-12","7.61","0.00",,,,"73","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-13","6.49","0.00",,,,"72","63","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-14","6.71","0.00",,,,"70","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-15","6.71","0.00",,,,"73","63","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-16","6.26","0.00",,,,"67","63","    1",,,,,"    1",,"    1","    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-17","7.83","0.00",,,,"71","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-18","6.49","0.00",,,,"70","59","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-19","7.61","0.00",,,,"67","61","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-20","6.71","0.00",,,,"69","60","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-21","6.26","0.00",,,,"69","61","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-22","6.49","0.00",,,,"72","61","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-23","6.93","0.00",,,,"74","61","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-24","6.71","0.00",,,,"68","63","    1",,,,,"    1",,"    1","    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-25","5.14","0.00",,,,"70","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-26","6.49","0.00",,,,"71","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-27","5.37","0.00",,,,"74","61","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-28","5.14","0.00",,,,"70","64","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-29","6.93","0.00",,,,"71","62","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-30","8.72","0.01",,,,"68","63",,,,,,"    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-01","6.49","0.00",,,,"77","59",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-02","7.61","0.00",,,,"76","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-03","9.62","0.00",,,,"71","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-04","8.28","0.02",,,,"69","60",,,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-05","11.41","0.61",,,,"64","57",,,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-06","7.61","0.00",,,,"65","52",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-07","6.26","0.00",,,,"69","53",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-08","5.82","0.00",,,,"71","55",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-09","5.82","0.00",,,,"74","58",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-10","4.70","0.00",,,,"72","57",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-11","5.14","0.00",,,,"75","58",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-12","4.47","0.00",,,,"86","64",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-13","4.92","0.00",,,,"92","67",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-14","4.92","0.00",,,,"81","62","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-15","7.83","0.00",,,,"68","62",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-16","5.37","0.00",,,,"70","60",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-17","5.37","0.00",,,,"72","59","    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-18","6.49","0.00",,,,"63","59","    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-19","5.59","0.00",,,,"65","59",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-20","4.92","0.00",,,,"66","60",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-21","7.16","0.00",,,,"66","60",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-22","5.82","0.00",,,,"64","56","    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-23","4.47","0.00",,,,"66","57","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-24","6.49","0.00",,,,"64","59",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-25","5.37","0.00",,,,"64","60",,,,,,,,"    1","    1","    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-26","6.71","0.00",,,,"66","58",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-27","4.47","0.00",,,,"72","52",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-28","5.37","0.00",,,,"77","52",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-29","3.13","0.00",,,,"75","53",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-30","4.92","0.00",,,,"75","54",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-31","5.14","0.00",,,,"62","52","    1","    1",,,,,,"    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-01","2.91","0.00",,,,"67","55",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-02","5.14","0.00",,,,"84","53",,,,,,,,"    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-03","6.49","0.00",,,,"66","57",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-04","11.18","0.14",,,,"61","53","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-05","7.16","0.00",,,,"61","46",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-06","6.93","0.42",,,,"60","48","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-07","5.82","0.00",,,,"62","46",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-08","6.04","0.00",,,,"68","47",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-09","5.59","0.00",,,,"78","48",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-10","5.82","0.00",,,,"76","59",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-11","5.82","0.00",,,,"71","59",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-12","8.28","0.15",,,,"64","54",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-13","6.26","0.00",,,,"69","54",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-14","4.92","0.00",,,,"65","52",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-15","6.26","0.00",,,,"64","56",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-16","5.59","0.00",,,,"62","55",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-17","2.91","0.00",,,,"67","53","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-18","4.03","0.00",,,,"61","56",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-19","6.04","0.00",,,,"60","52",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-20","6.49","0.98",,,,"54","48","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-21","4.70","0.00",,,,"58","45","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-22","4.25","0.00",,,,"65","45",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-23","5.59","0.00",,,,"65","48","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-24","5.82","0.00",,,,"63","52",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-25","4.25","0.00",,,,"65","50",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-26","2.91","0.00",,,,"73","50",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-27","5.59","0.00",,,,"81","53",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-28","3.80","0.00",,,,"77","50",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-29","2.46","0.00",,,,"75","49","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-30","8.72","0.00",,,,"69","44","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-01","10.51","0.00",,,,"67","52",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-02","6.71","0.00",,,,"64","48",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-03","5.14","0.00",,,,"63","49",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-04","4.25","0.00",,,,"63","42",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-05","4.03","0.00",,,,"64","43",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-06","4.03","0.00",,,,"60","41",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-07","4.92","0.00",,,,"64","44",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-08","4.03","0.00",,,,"66","43",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-09","3.58","0.00",,,,"66","44","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-10","5.14","0.00",,,,"65","48",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-11","3.58","0.00",,,,"59","47",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-12","7.38","0.65",,,,"55","49","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-13","6.93","0.00",,,,"62","49",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-14","4.92","0.00",,,,"60","46",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-15","4.47","0.02",,,,"58","45",,,"    1",,,"    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-16","3.80","0.00",,,,"66","42","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-17","4.25","0.00",,,,"65","52",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-18","4.92","0.00",,,,"63","48",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-19","5.14","0.00",,,,"59","49",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-20","2.01","0.00",,,,"64","48",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-21","4.03","0.00",,,,"63","45",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-22","4.92","0.00",,,,"68","46","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-23","3.13","0.00",,,,"67","40",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-24","2.91","0.00",,,,"71","42",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-25","3.80","0.00",,,,"72","44",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-26","3.80","0.00",,,,"68","45",,,,,,,,,,,
