STATE,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Tennessee,2015,26,0.149522,10,59,6688
Texas,2015,26,1.58033,414,83,26197
Utah,2015,26,0.797987,130,41,16291
Vermont,2015,26,0.37594,2,3,532
Virginia,2015,26,0.993886,725,106,72946
Washington,2015,26,0.451581,9,29,1993
West Virginia,2015,26,0.4726,42,28,8887
Wisconsin,2015,26,0.143678,3,24,2088
Wyoming,2015,26,0.0424268,1,15,2357
Puerto Rico,2015,26,3.58501,132,6,3682
Virgin Islands,2015,26,0.78534,3,1,382
New York City,2015,26,1.26974,1146,80,90255
Alabama,2015,27,0.685871,30,12,4374
Alaska,2015,27,1.58151,13,4,822
Arizona,2015,27,0.626526,118,50,18834
Arkansas,2015,27,0.712468,14,7,1965
California,2015,27,1.4891,420,96,28205
Colorado,2015,27,0.298013,9,5,3020
Connecticut,2015,27,0.560673,14,16,2497
Delaware,2015,27,0,0,7,1509
District of Columbia,2015,27,5.58539,52,1,931
Florida,2015,27,X,X,X,X
Georgia,2015,27,0.602795,132,26,21898
Hawaii,2015,27,1.00711,17,15,1688
Idaho,2015,27,1.15646,17,3,1470
Illinois,2015,27,1.04587,435,69,41592
Indiana,2015,27,0.681886,23,23,3373
Iowa,2015,27,0,0,4,951
Kansas,2015,27,0.237883,8,14,3363
Kentucky,2015,27,0.00511274,1,12,19559
Louisiana,2015,27,1.01681,409,68,40224
Maine,2015,27,0.752644,37,25,4916
Maryland,2015,27,2.14266,79,21,3687
Massachusetts,2015,27,0.639635,115,25,17979
Michigan,2015,27,0.336178,39,36,11601
Minnesota,2015,27,0.710702,34,12,4784
Mississippi,2015,27,1.43233,218,44,15220
Missouri,2015,27,0.0371609,1,17,2691
Montana,2015,27,0.109951,2,5,1819
Nebraska,2015,27,0.366838,5,9,1363
Nevada,2015,27,0.134156,15,20,11181
New Hampshire,2015,27,0,0,16,2559
New Jersey,2015,27,1.50991,83,20,5497
New Mexico,2015,27,0.879336,72,18,8188
New York,2015,27,1.31579,71,60,5396
North Carolina,2015,27,0.510308,25,21,4899
North Dakota,2015,27,0,0,3,771
Ohio,2015,27,0.318823,26,25,8155
Oklahoma,2015,27,0.488998,10,15,2045
Oregon,2015,27,0.069979,1,6,1429
Pennsylvania,2015,27,1.17045,112,44,9569
Rhode Island,2015,27,0.0424809,2,20,4708
South Carolina,2015,27,0.105652,2,8,1893
South Dakota,2015,27,0.578574,31,22,5358
Tennessee,2015,27,0.0541638,4,56,7385
Texas,2015,27,1.26985,383,85,30161
Utah,2015,27,0.71203,124,41,17415
Vermont,2015,27,0,0,3,630
Virginia,2015,27,0.941369,701,111,74466
Washington,2015,27,0.525164,12,30,2285
West Virginia,2015,27,0.283311,32,29,11295
Wisconsin,2015,27,0.330033,8,23,2424
Wyoming,2015,27,0.0402253,1,15,2486
Puerto Rico,2015,27,1.91724,101,8,5268
Virgin Islands,2015,27,1.10803,4,1,361
New York City,2015,27,1.02627,1000,80,97440
Alabama,2015,28,1.06977,46,13,4300
Alaska,2015,28,0.661626,7,5,1058
Arizona,2015,28,0.647333,125,51,19310
Arkansas,2015,28,0.326797,7,7,2142
California,2015,28,1.27019,339,94,26689
Colorado,2015,28,0.265781,8,6,3010
Connecticut,2015,28,0.390071,11,14,2820
Delaware,2015,28,0,0,7,1576
District of Columbia,2015,28,5.64617,45,1,797
Florida,2015,28,X,X,X,X
Georgia,2015,28,0.51291,117,27,22811
Hawaii,2015,28,0.931099,15,15,1611
Idaho,2015,28,0.510949,7,3,1370
Illinois,2015,28,1.02889,437,68,42473
Indiana,2015,28,0.245834,9,24,3661
Iowa,2015,28,0.116009,1,4,862
Kansas,2015,28,0.121433,4,14,3294
Kentucky,2015,28,0.0149873,3,12,20017
Louisiana,2015,28,1.14152,468,71,40998
Maine,2015,28,0.803213,38,25,4731
Maryland,2015,28,1.88399,76,21,4034
Massachusetts,2015,28,0.578848,107,24,18485
Michigan,2015,28,0.243902,32,40,13120
Minnesota,2015,28,0.754636,35,12,4638
Mississippi,2015,28,1.23758,213,43,17211
Missouri,2015,28,0.260805,7,17,2684
Montana,2015,28,0,0,5,1747
Nebraska,2015,28,0.933908,13,10,1392
Nevada,2015,28,0.210681,23,19,10917
New Hampshire,2015,28,0.0343171,1,16,2914
New Jersey,2015,28,1.36033,88,20,6469
New Mexico,2015,28,1.20734,52,12,4307
New York,2015,28,1.17908,69,60,5852
North Carolina,2015,28,0.672372,22,18,3272
North Dakota,2015,28,0,0,3,776
Ohio,2015,28,0.324971,25,27,7693
Oklahoma,2015,28,0.47138,7,12,1485
Oregon,2015,28,0.210084,3,6,1428
Pennsylvania,2015,28,0.91977,83,43,9024
Rhode Island,2015,28,0.0218245,1,20,4582
South Carolina,2015,28,0.0524934,1,8,1905
South Dakota,2015,28,0.653717,35,22,5354
Tennessee,2015,28,0.152102,11,57,7232
Texas,2015,28,1.29911,371,80,28558
Utah,2015,28,0.658234,115,42,17471
Vermont,2015,28,0,0,3,665
Virginia,2015,28,0.832394,628,104,75445
Washington,2015,28,0.463177,10,30,2159
West Virginia,2015,28,0.354372,37,28,10441
Wisconsin,2015,28,0.248447,6,24,2415
Wyoming,2015,28,0.0733138,2,14,2728
Puerto Rico,2015,28,1.79592,88,7,4900
Virgin Islands,2015,28,0.595238,2,1,336
New York City,2015,28,1.00334,963,80,95979
Alabama,2015,29,0.613358,27,14,4402
Alaska,2015,29,0.661626,7,5,1058
Arizona,2015,29,0.599811,114,49,19006
Arkansas,2015,29,0.309917,3,6,968
California,2015,29,1.07618,293,96,27226
Colorado,2015,29,0.426789,13,6,3046
Connecticut,2015,29,0.268817,7,12,2604
Delaware,2015,29,0,0,7,1584
District of Columbia,2015,29,5.39906,46,1,852
Florida,2015,29,X,X,X,X
Georgia,2015,29,0.489649,114,27,23282
Hawaii,2015,29,1.30516,21,14,1609
Idaho,2015,29,0.680272,9,3,1323
Illinois,2015,29,1.0008,415,65,41467
Indiana,2015,29,0.332396,13,23,3911
Iowa,2015,29,0,0,4,1013
Kansas,2015,29,0.178042,6,14,3370
Kentucky,2015,29,0.005003,1,13,19988
Louisiana,2015,29,1.01653,361,68,35513
Maine,2015,29,0.468241,23,25,4912
Maryland,2015,29,1.54211,78,22,5058
Massachusetts,2015,29,0.618067,112,24,18121
Michigan,2015,29,0.0953743,10,33,10485
Minnesota,2015,29,0.785469,32,11,4074
Mississippi,2015,29,1.3491,219,45,16233
Missouri,2015,29,0.196309,5,16,2547
Montana,2015,29,0.0550055,1,5,1818
Nebraska,2015,29,0.785546,10,10,1273
Nevada,2015,29,0.111535,12,18,10759
New Hampshire,2015,29,0,0,16,2970
New Jersey,2015,29,1.16115,74,21,6373
New Mexico,2015,29,1.14028,86,18,7542
New York,2015,29,0.900576,50,58,5552
North Carolina,2015,29,0.63857,20,16,3132
North Dakota,2015,29,0,0,3,782
Ohio,2015,29,0.383359,27,26,7043
Oklahoma,2015,29,0.399401,8,15,2003
Oregon,2015,29,0,0,6,1425
Pennsylvania,2015,29,0.885329,84,44,9488
Rhode Island,2015,29,0.0424448,2,20,4712
South Carolina,2015,29,0.151899,3,8,1975
South Dakota,2015,29,0.576488,28,22,4857
Tennessee,2015,29,0.0944797,7,57,7409
Texas,2015,29,1.28852,388,84,30112
Utah,2015,29,0.988692,167,42,16891
Vermont,2015,29,0.561272,6,5,1069
Virginia,2015,29,0.779566,593,111,76068
Washington,2015,29,0,0,14,479
West Virginia,2015,29,0.320241,34,28,10617
Wisconsin,2015,29,0.258956,6,22,2317
Wyoming,2015,29,0.349786,9,14,2573
Puerto Rico,2015,29,1.8949,75,6,3958
Virgin Islands,2015,29,0.550964,2,1,363
New York City,2015,29,0.983771,942,83,95754
Alabama,2015,30,0.596125,28,13,4697
Alaska,2015,30,0.681597,7,5,1027
Arizona,2015,30,0.684717,131,49,19132
Arkansas,2015,30,0.195886,2,6,1021
California,2015,30,1.07527,282,90,26226
Colorado,2015,30,0.462368,18,4,3893
Connecticut,2015,30,0.0888494,2,11,2251
Delaware,2015,30,0,0,7,1612
District of Columbia,2015,30,6.2422,50,1,801
Florida,2015,30,X,X,X,X
Georgia,2015,30,0.504657,136,26,26949
Hawaii,2015,30,0.624025,8,13,1282
Idaho,2015,30,0.336984,4,3,1187
Illinois,2015,30,1.06443,432,62,40585
Indiana,2015,30,0.28616,11,24,3844
Iowa,2015,30,0,0,4,1005
Kansas,2015,30,0.319211,11,14,3446
Kentucky,2015,30,0.0149536,3,10,20062
Louisiana,2015,30,1.10476,398,55,36026
Maine,2015,30,0.294317,13,19,4417
Maryland,2015,30,1.67691,60,20,3578
Massachusetts,2015,30,0.60925,110,24,18055
Michigan,2015,30,0.332478,35,33,10527
Minnesota,2015,30,0.566572,26,12,4589
Mississippi,2015,30,1.33222,207,44,15538
Missouri,2015,30,0.0806777,2,17,2479
Montana,2015,30,0.157563,3,5,1904
Nebraska,2015,30,0.832702,11,9,1321
Nevada,2015,30,0.247219,24,17,9708
New Hampshire,2015,30,0,0,17,2983
New Jersey,2015,30,1.15761,78,21,6738
New Mexico,2015,30,0.820616,57,16,6946
New York,2015,30,1.36986,71,60,5183
North Carolina,2015,30,0.460375,14,16,3041
North Dakota,2015,30,0,0,2,600
Ohio,2015,30,0.546875,42,27,7680
Oklahoma,2015,30,0.520833,9,15,1728
Oregon,2015,30,0.0672043,1,6,1488
Pennsylvania,2015,30,0.709442,68,45,9585
Rhode Island,2015,30,0,0,20,4220
South Carolina,2015,30,0.0668449,1,7,1496
South Dakota,2015,30,0.520729,26,22,4993
Tennessee,2015,30,0.102354,8,58,7816
Texas,2015,30,1.0823,265,66,24485
Utah,2015,30,0.733964,138,42,18802
Vermont,2015,30,0.686106,8,5,1166
Virginia,2015,30,0.815613,555,105,68047
Washington,2015,30,0.333704,6,30,1798
West Virginia,2015,30,0.318701,31,27,9727
Wisconsin,2015,30,0.349192,8,23,2291
Wyoming,2015,30,0.270688,7,13,2586
Puerto Rico,2015,30,2.52596,90,6,3563
Virgin Islands,2015,30,0.552486,2,1,362
New York City,2015,30,1.10546,1069,83,96702
Alabama,2015,31,0.775031,37,13,4774
Alaska,2015,31,0.432432,4,5,925
Arizona,2015,31,0.627193,118,49,18814
Arkansas,2015,31,0.168634,2,6,1186
California,2015,31,1.06028,283,93,26691
Colorado,2015,31,0.415251,11,5,2649
Connecticut,2015,31,0.0515996,1,9,1938
Delaware,2015,31,0,0,7,1503
District of Columbia,2015,31,0,0,0,0
Florida,2015,31,X,X,X,X
Georgia,2015,31,0.440072,119,27,27041
Hawaii,2015,31,1.35811,19,13,1399
Idaho,2015,31,1.40969,16,3,1135
Illinois,2015,31,1.11983,438,61,39113
Indiana,2015,31,0.434227,17,24,3915
Iowa,2015,31,0,0,3,738
Kansas,2015,31,0.170989,6,14,3509
Kentucky,2015,31,0,0,12,19792
Louisiana,2015,31,0.957739,349,55,36440
Maine,2015,31,0.635637,31,25,4877
Maryland,2015,31,1.19101,53,12,4450
Massachusetts,2015,31,0.575323,103,24,17903
Michigan,2015,31,0.240964,29,35,12035
Minnesota,2015,31,1.00865,42,11,4164
Mississippi,2015,31,1.13267,181,45,15980
Missouri,2015,31,0.249584,6,17,2404
Montana,2015,31,0.212766,4,5,1880
Nebraska,2015,31,1.01664,11,9,1082
Nevada,2015,31,0.134048,13,18,9698
New Hampshire,2015,31,0.0345543,1,17,2894
New Jersey,2015,31,1.50245,95,19,6323
New Mexico,2015,31,0.814359,49,14,6017
New York,2015,31,1.50362,81,60,5387
North Carolina,2015,31,0.591522,18,16,3043
North Dakota,2015,31,0,0,3,832
Ohio,2015,31,0.361847,25,25,6909
Oklahoma,2015,31,0,0,14,1459
Oregon,2015,31,0,0,5,1270
Pennsylvania,2015,31,0.92326,93,46,10073
Rhode Island,2015,31,0.0642123,3,20,4672
South Carolina,2015,31,0.237812,2,6,841
South Dakota,2015,31,0.525465,26,22,4948
Tennessee,2015,31,0.128123,10,56,7805
Texas,2015,31,1.12071,353,83,31498
Utah,2015,31,0.882541,152,42,17223
Vermont,2015,31,0.44603,5,5,1121
Virginia,2015,31,0.80996,594,106,73337
Washington,2015,31,0.156128,4,30,2562
West Virginia,2015,31,0.356224,36,27,10106
Wisconsin,2015,31,0.200642,5,23,2492
Wyoming,2015,31,0.190549,5,13,2624
Puerto Rico,2015,31,3.0642,126,7,4112
Virgin Islands,2015,31,0.314465,1,1,318
New York City,2015,31,1.16756,1148,82,98325
Alabama,2015,32,1.07184,47,12,4385
Alaska,2015,32,0.830737,8,5,963
Arizona,2015,32,0.60065,109,42,18147
Arkansas,2015,32,0.114811,1,5,871
California,2015,32,1.22321,351,103,28695
Colorado,2015,32,0.310752,10,6,3218
Connecticut,2015,32,0.149626,3,10,2005
Delaware,2015,32,0,0,7,1314
District of Columbia,2015,32,0,0,0,0
Florida,2015,32,X,X,X,X
Georgia,2015,32,0.682938,183,26,26796
Hawaii,2015,32,0.573248,9,13,1570
Idaho,2015,32,0.262238,3,3,1144
Illinois,2015,32,0.987891,412,64,41705
Indiana,2015,32,0.599486,21,23,3503
Iowa,2015,32,0,0,3,527
Kansas,2015,32,0.104959,4,14,3811
Kentucky,2015,32,0,0,9,20006
Louisiana,2015,32,0.924169,341,56,36898
Maine,2015,32,0.575349,26,24,4519
Maryland,2015,32,2.60994,73,10,2797
Massachusetts,2015,32,0.582876,103,24,17671
Michigan,2015,32,0.284437,35,35,12305
Minnesota,2015,32,0.99734,45,12,4512
Mississippi,2015,32,1.31951,224,44,16976
Missouri,2015,32,0.0784314,2,16,2550
Montana,2015,32,0,0,5,1768
Nebraska,2015,32,0.44843,6,9,1338
Nevada,2015,32,0.28028,28,18,9990
New Hampshire,2015,32,0,0,17,3060
New Jersey,2015,32,1.19066,76,19,6383
New Mexico,2015,32,0.64302,31,12,4821
New York,2015,32,1.48782,80,58,5377
North Carolina,2015,32,1.06935,33,15,3086
North Dakota,2015,32,0,0,3,754
Ohio,2015,32,0.426157,29,22,6805
Oklahoma,2015,32,0.493827,10,14,2025
Oregon,2015,32,0,0,4,1285
Pennsylvania,2015,32,0.735294,65,41,8840
Rhode Island,2015,32,0.0572246,2,19,3495
South Carolina,2015,32,0.0706714,1,7,1415
South Dakota,2015,32,0.568855,24,20,4219
Tennessee,2015,32,0.193963,16,57,8249
Texas,2015,32,1.14597,355,80,30978
Utah,2015,32,0.846796,141,41,16651
Vermont,2015,32,0.57971,6,5,1035
Virginia,2015,32,0.814073,609,110,74809
Washington,2015,32,0.186706,5,30,2678
West Virginia,2015,32,0.273895,29,25,10588
Wisconsin,2015,32,0.223914,5,21,2233
Wyoming,2015,32,0.11583,3,12,2590
Puerto Rico,2015,32,2.42473,120,7,4949
Virgin Islands,2015,32,0.925926,3,1,324
New York City,2015,32,1.0448,1015,79,97148
Alabama,2015,33,1.23869,63,13,5086
Alaska,2015,33,0.536673,6,6,1118
Arizona,2015,33,0.919573,193,49,20988
Arkansas,2015,33,0.0792393,1,6,1262
California,2015,33,1.15595,350,98,30278
Colorado,2015,33,0.424757,14,5,3296
Connecticut,2015,33,0.0455581,1,8,2195
Delaware,2015,33,0,0,7,1584
District of Columbia,2015,33,0,0,0,0
Florida,2015,33,X,X,X,X
Georgia,2015,33,0.800827,248,28,30968
Hawaii,2015,33,0.676133,10,13,1479
Idaho,2015,33,0.727651,7,2,962
Illinois,2015,33,0.901366,384,61,42602
Indiana,2015,33,0.660418,31,21,4694
Iowa,2015,33,0,0,4,2160
Kansas,2015,33,0.311284,12,14,3855
Kentucky,2015,33,0.0047776,1,9,20931
Louisiana,2015,33,0.954499,382,68,40021
Maine,2015,33,0.605807,29,24,4787
Maryland,2015,33,1.41663,61,12,4306
Massachusetts,2015,33,0.563607,98,22,17388
Michigan,2015,33,0.268924,34,35,12643
Minnesota,2015,33,0.831328,38,12,4571
Mississippi,2015,33,1.60092,293,44,18302
Missouri,2015,33,0.260501,8,16,3071
Montana,2015,33,0,0,4,1372
Nebraska,2015,33,0.783699,10,9,1276
Nevada,2015,33,0.762777,30,14,3933
New Hampshire,2015,33,0.0859845,2,15,2326
New Jersey,2015,33,1.17442,74,18,6301
New Mexico,2015,33,1.16097,74,15,6374
New York,2015,33,0.839793,52,57,6192
North Carolina,2015,33,0.503712,19,15,3772
North Dakota,2015,33,0,0,3,784
Ohio,2015,33,0.516327,37,23,7166
Oklahoma,2015,33,0.660905,13,15,1967
Oregon,2015,33,0,0,5,1535
Pennsylvania,2015,33,0.929204,84,42,9040
Rhode Island,2015,33,0,0,18,4188
South Carolina,2015,33,0.0439174,1,9,2277
South Dakota,2015,33,0.541176,23,18,4250
Tennessee,2015,33,0.208899,20,57,9574
Texas,2015,33,1.58142,542,83,34273
Utah,2015,33,0.552086,99,42,17932
Vermont,2015,33,0.694444,8,5,1152
Virginia,2015,33,0.800209,613,110,76605
Washington,2015,33,0.218818,7,30,3199
West Virginia,2015,33,0.351419,41,28,11667
Wisconsin,2015,33,0.208943,5,21,2393
Wyoming,2015,33,0.174581,5,13,2864
Puerto Rico,2015,33,2.14731,93,6,4331
Virgin Islands,2015,33,0.854701,3,1,351
New York City,2015,33,1.01007,982,79,97221
Alabama,2015,34,1.19769,85,14,7097
Alaska,2015,34,0.496278,2,3,403
Arizona,2015,34,0.904374,190,51,21009
Arkansas,2015,34,0.186451,3,6,1609
California,2015,34,1.30353,431,99,33064
Colorado,2015,34,0.630734,22,6,3488
Connecticut,2015,34,0,0,5,2463
Delaware,2015,34,0,0,7,1660
District of Columbia,2015,34,0,0,0,0
Florida,2015,34,X,X,X,X
Georgia,2015,34,0.940312,302,28,32117
Hawaii,2015,34,1.14141,18,13,1577
Idaho,2015,34,0,0,2,973
Illinois,2015,34,1.0581,450,61,42529
Indiana,2015,34,0.874126,35,20,4004
Iowa,2015,34,0,0,3,1198
Kansas,2015,34,0.313934,13,14,4141
Kentucky,2015,34,0.0190087,4,10,21043
Louisiana,2015,34,1.40946,628,69,44556
Maine,2015,34,0.58126,25,19,4301
Maryland,2015,34,0.980597,47,13,4793
Massachusetts,2015,34,0.666414,123,23,18457
Michigan,2015,34,0.143258,23,51,16055
Minnesota,2015,34,1.17915,57,11,4834
Mississippi,2015,34,1.57368,286,43,18174
Missouri,2015,34,0.148846,6,17,4031
Montana,2015,34,0,0,5,2019
Nebraska,2015,34,0.609756,10,10,1640
Nevada,2015,34,0.739504,31,14,4192
New Hampshire,2015,34,0,0,16,2799
New Jersey,2015,34,0.555374,17,9,3061
New Mexico,2015,34,0.999147,82,17,8207
New York,2015,34,1.27684,88,56,6892
North Carolina,2015,34,0.969753,42,16,4331
North Dakota,2015,34,0,0,3,820
Ohio,2015,34,0.442478,33,23,7458
Oklahoma,2015,34,0.420168,9,15,2142
Oregon,2015,34,0,0,5,1325
Pennsylvania,2015,34,0.763889,88,43,11520
Rhode Island,2015,34,0.0392234,2,20,5099
South Carolina,2015,34,0.121704,3,8,2465
South Dakota,2015,34,0.892374,33,18,3698
Tennessee,2015,34,0.292015,29,51,9931
Texas,2015,34,1.1363,402,83,35378
Utah,2015,34,0.773633,146,43,18872
Vermont,2015,34,0.776197,6,4,773
Virginia,2015,34,0.865735,682,115,78777
Washington,2015,34,0.193673,6,30,3098
West Virginia,2015,34,0.518533,54,26,10414
Wisconsin,2015,34,0.298507,8,21,2680
Wyoming,2015,34,0.114025,3,12,2631
Puerto Rico,2015,34,2.52188,121,7,4798
Virgin Islands,2015,34,0.613497,2,1,326
New York City,2015,34,0.946831,918,79,96955
Alabama,2015,35,1.05548,74,14,7011
Alaska,2015,35,1.17096,10,5,854
Arizona,2015,35,0.838819,158,43,18836
Arkansas,2015,35,0.243309,4,6,1644
California,2015,35,1.26281,419,97,33180
Colorado,2015,35,0.428004,14,6,3271
Connecticut,2015,35,0.0654664,2,6,3055
Delaware,2015,35,0,0,7,1656
District of Columbia,2015,35,0,0,0,0
Florida,2015,35,X,X,X,X
Georgia,2015,35,1.09347,321,27,29356
Hawaii,2015,35,1.13208,12,11,1060
Idaho,2015,35,0.610998,6,3,982
Illinois,2015,35,1.01978,428,61,41970
Indiana,2015,35,0.598679,29,21,4844
Iowa,2015,35,0.154799,2,3,1292
Kansas,2015,35,0.272232,12,14,4408
Kentucky,2015,35,0.00493097,1,9,20280
Louisiana,2015,35,1.48782,673,74,45234
Maine,2015,35,0.892676,44,25,4929
Maryland,2015,35,1.30884,57,11,4355
Massachusetts,2015,35,0.528587,98,23,18540
Michigan,2015,35,0.223573,32,49,14313
Minnesota,2015,35,0.72381,38,11,5250
Mississippi,2015,35,2.53905,369,43,14533
Missouri,2015,35,0.0474834,2,17,4212
Montana,2015,35,0,0,5,2245
Nebraska,2015,35,0.507614,8,10,1576
Nevada,2015,35,0.795756,33,14,4147
New Hampshire,2015,35,0.0729395,2,16,2742
New Jersey,2015,35,0.867137,59,18,6804
New Mexico,2015,35,0.835073,8,2,958
New York,2015,35,0.708316,50,55,7059
North Carolina,2015,35,0.651011,28,16,4301
North Dakota,2015,35,0,0,3,814
Ohio,2015,35,0.414823,30,24,7232
Oklahoma,2015,35,0.671488,13,15,1936
Oregon,2015,35,0.292398,7,9,2394
Pennsylvania,2015,35,1.09982,119,43,10820
Rhode Island,2015,35,0.0196618,1,19,5086
South Carolina,2015,35,0.0776699,2,9,2575
South Dakota,2015,35,0.601464,23,18,3824
Tennessee,2015,35,0.439711,45,55,10234
Texas,2015,35,1.52525,531,84,34814
Utah,2015,35,0.905648,165,42,18219
Vermont,2015,35,0.398406,3,4,753
Virginia,2015,35,1.05626,791,109,74887
Washington,2015,35,0.347705,10,29,2876
West Virginia,2015,35,0.677201,69,25,10189
Wisconsin,2015,35,0.522755,17,22,3252
Wyoming,2015,35,0.104858,3,13,2861
Puerto Rico,2015,35,4.16128,161,6,3869
Virgin Islands,2015,35,0.600601,2,1,333
New York City,2015,35,0.941907,925,79,98205
Alabama,2015,36,0.871632,66,16,7572
Alaska,2015,36,1.97183,21,6,1065
Arizona,2015,36,0.819975,133,43,16220
Arkansas,2015,36,0.346741,5,6,1442
California,2015,36,0.909243,218,95,23976
Colorado,2015,36,0.36523,10,5,2738
Connecticut,2015,36,0.13741,4,6,2911
Delaware,2015,36,0,0,7,1247
District of Columbia,2015,36,0,0,0,0
Florida,2015,36,X,X,X,X
Georgia,2015,36,1.27579,371,27,29080
Hawaii,2015,36,2.0979,36,14,1716
Idaho,2015,36,0.591716,6,2,1014
Illinois,2015,36,1.22324,500,60,40875
Indiana,2015,36,0.86145,36,21,4179
Iowa,2015,36,0.23753,1,2,421
Kansas,2015,36,0.221293,9,14,4067
Kentucky,2015,36,0.0174886,3,9,17154
Louisiana,2015,36,1.71873,691,70,40204
Maine,2015,36,0.777143,34,25,4375
Maryland,2015,36,1.85274,77,12,4156
Massachusetts,2015,36,0.662703,107,24,16146
Michigan,2015,36,0.181549,27,52,14872
Minnesota,2015,36,0.527958,22,10,4167
Mississippi,2015,36,1.93839,314,44,16199
Missouri,2015,36,0.244126,8,14,3277
Montana,2015,36,0.0494315,1,5,2023
Nebraska,2015,36,0.820896,11,10,1340
Nevada,2015,36,0.842156,35,14,4156
New Hampshire,2015,36,0.0478927,1,15,2088
New Jersey,2015,36,1.28706,89,18,6915
New Mexico,2015,36,1.15894,70,15,6040
New York,2015,36,0.690934,41,55,5934
North Carolina,2015,36,0.310463,10,14,3221
North Dakota,2015,36,0.129534,1,3,772
Ohio,2015,36,0.417633,27,23,6465
Oklahoma,2015,36,0.596421,9,13,1509
Oregon,2015,36,0.876011,13,6,1484
Pennsylvania,2015,36,0.928897,110,45,11842
Rhode Island,2015,36,0.0398486,2,20,5019
South Carolina,2015,36,0.182565,4,9,2191
South Dakota,2015,36,0.816565,28,18,3429
Tennessee,2015,36,0.58651,52,54,8866
Texas,2015,36,2.01858,578,79,28634
Utah,2015,36,0.79352,144,43,18147
Vermont,2015,36,0.616523,5,4,811
Virginia,2015,36,1.14117,872,107,76413
Washington,2015,36,0.198886,5,29,2514
West Virginia,2015,36,0.614425,65,24,10579
Wisconsin,2015,36,0.320307,10,21,3122
Wyoming,2015,36,0.208333,5,13,2400
Puerto Rico,2015,36,2.8917,153,7,5291
Virgin Islands,2015,36,0.60241,2,1,332
New York City,2015,36,0.92019,872,77,94763
Alabama,2015,37,1.25708,71,13,5648
Alaska,2015,37,1.08803,11,6,1011
Arizona,2015,37,0.90587,202,50,22299
Arkansas,2015,37,0.172712,3,6,1737
California,2015,37,1.4079,471,100,33454
Colorado,2015,37,0.453858,15,5,3305
Connecticut,2015,37,0.0569801,2,6,3510
Delaware,2015,37,0,0,7,1751
District of Columbia,2015,37,0,0,0,0
Florida,2015,37,X,X,X,X
Georgia,2015,37,1.04745,334,28,31887
Hawaii,2015,37,2.0552,35,14,1703
Idaho,2015,37,0.0693001,1,3,1443
Illinois,2015,37,1.4677,643,63,43810
Indiana,2015,37,0.847637,40,21,4719
Iowa,2015,37,0,0,2,535
Kansas,2015,37,0.621404,27,14,4345
Kentucky,2015,37,0.0324781,7,9,21553
Louisiana,2015,37,1.72775,766,71,44335
Maine,2015,37,0.731261,28,24,3829
Maryland,2015,37,1.60536,79,12,4921
Massachusetts,2015,37,0.681726,134,24,19656
Michigan,2015,37,0.298647,51,51,17077
Minnesota,2015,37,0.393332,21,11,5339
Mississippi,2015,37,2.11071,347,39,16440
Missouri,2015,37,0.735294,24,16,3264
Montana,2015,37,0.140302,4,7,2851
Nebraska,2015,37,0.572519,9,10,1572
Nevada,2015,37,0.497512,23,14,4623
New Hampshire,2015,37,0.0733138,2,15,2728
New Jersey,2015,37,0.959693,50,10,5210
New Mexico,2015,37,1.40389,91,15,6482
New York,2015,37,1.23784,84,54,6786
North Carolina,2015,37,0.765143,36,16,4705
North Dakota,2015,37,0,0,3,883
Ohio,2015,37,0.288462,27,39,9360
Oklahoma,2015,37,1.45985,36,17,2466
Oregon,2015,37,0.610772,11,6,1801
Pennsylvania,2015,37,1.19428,157,44,13146
Rhode Island,2015,37,0.0528355,3,18,5678
South Carolina,2015,37,0.404115,11,9,2722
South Dakota,2015,37,0.584795,3,2,513
Tennessee,2015,37,0.637301,68,55,10670
Texas,2015,37,1.8631,641,82,34405
Utah,2015,37,0.710344,130,42,18301
Vermont,2015,37,1.25945,10,4,794
Virginia,2015,37,1.07965,900,117,83360
Washington,2015,37,0.476644,15,29,3147
West Virginia,2015,37,0.656374,71,25,10817
Wisconsin,2015,37,0.60551,20,20,3303
Wyoming,2015,37,0.374532,11,13,2937
Puerto Rico,2015,37,3.39355,139,6,4096
Virgin Islands,2015,37,0.536193,2,1,373
New York City,2015,37,1.12442,1130,80,100496
Alabama,2015,38,1.64931,95,15,5760
Alaska,2015,38,1.00503,8,5,796
Arizona,2015,38,1.01333,225,49,22204
Arkansas,2015,38,0.309215,5,6,1617
California,2015,38,1.34636,463,97,34389
Colorado,2015,38,0.631769,21,5,3324
Connecticut,2015,38,0.17673,6,6,3395
Delaware,2015,38,0.0602773,1,7,1659
District of Columbia,2015,38,0,0,0,0
Florida,2015,38,X,X,X,X
Georgia,2015,38,1.17176,357,25,30467
Hawaii,2015,38,2.17267,38,14,1749
Idaho,2015,38,0.063012,1,3,1587
Illinois,2015,38,1.42413,609,62,42763
Indiana,2015,38,1.11996,45,18,4018
Iowa,2015,38,0.19802,1,2,505
Kansas,2015,38,0.898357,35,13,3896
Kentucky,2015,38,0.0534974,12,9,22431
Louisiana,2015,38,1.75498,729,69,41539
Maine,2015,38,0.192097,7,19,3644
Maryland,2015,38,1.46268,68,12,4649
Massachusetts,2015,38,0.629266,130,25,20659
Michigan,2015,38,0.208333,31,48,14880
Minnesota,2015,38,0.78256,42,11,5367
